,city,street,number
5369, город Котельнич, Советская улица,82
5370, с. Зеленоборское, ул. Набережная,21
5371, п. Правоегорлыкский, ул. Советская,7
5372, п. Сосновец, Железнодорожная ул.,2
5373, п. Ильинский, Заводская ул.,14
5374, д. Нижняя Тея, ул. Школьная,1
5375, Аал Сартыков, ул. Мира,30
5376, пгт. Ледмозеро, ул. 50 лет ВЛКСМ,50 лет ВЛКСМ
5377, г. Брянск, пр-д Трофименко,12
5378, с. Марьевка, ул. Парковая,2.
5379, г. Анадырь, ул. Ленина,16А
5380, Поселок Колокша, Советская,2а
5381, с. Пикшень, ул. Мира,1
5382, с. Черновское, ул. Центральная,1
5383, с. Красноярка, ул. Школьная,1
5384, с. Красный Бор, Центральная ул.,48
5385, с. Спасское, ул. 60 лет Октября,60 лет Октября
5386, п. Смидович, ул. Октябрьская,8 (здание администрации)
5387, пгт. Смидович, ул. Пионерская,18
5388, с. Ленинское, ул. ПУ-2,2
5389, с. Амурзет, ул. Гагарина,152
5390, с. Амурзет, ул. Калинина,25
5391, г. Облучье, ул. Денисова,29
5392, с. Докукино, ул. Центральная,14
5393, с. Какино, ул. Ленина,2а
5394, с. Савали, ул. Октябрьская,100
5395, п. Акбулак, ул. Актюбинская,89
5396, п. Айдырлинский, ул. Школьная,3
5397, поселок городского типа Подгоренский, улица Ленина,48
5398, пгт. Ветлужский, ул. Мичурина,14
5399, г. Опочка, ул. Красногородская,10Б
5400, село Улзытэ, Советская улица,28а
5401, с. Куготы, ул.Ленина,2-1
5402, село Суво, улица Кабашова,7
5403, село Армак, Школьная улица,5
5404, с. Чугуевка, 50 лет Октября ул.,50 лет Октября ул.
5405, с. Зиянчурино, ул. Советская 21,21
5406, г. Кувандыкский городской округ, ул. Садовая,9
5407, с. Истомино, ул. Лесная,12а
5408, с. Красный Яр, ул.Братьев Карачевых,58
5409, улус Ранжурово, улица Трактовая,17в
5410, г. Биробиджан, ул. Техническая,29
5411, с. Убур-Киреть, ул. Партизанская,25А
5412, д. Куприяново, ул. Центральная,2
5413, с. Арда, ул. Школьная,5
5414, поселок Унъюган, улица Промышленный проезд,6
5415, пгт. Вахруши, ул. Ленина,1
5416, с. Бобино, ул. Мира,1б
5417, д. Шалдежка, ул. Центральная,63
5418, п. Корзуново, Печенгская улица,25
5419, п. Кузема, Вокзальная ул.,4
5420, п. Тоунан, ул. Победы,2А
5421, с. Софьино, ул. Лесная,4
5422, с. Каменное Заделье, ул. Школьная,6
5423, с. Красная Зорька, ул. Школьная,1
5424, с. Новогорское, 2  ул.Школьная,2  ул.Школьная
5425, деревня Светозарево, Торговый переулок,1
5426, село Закаринье, улица Ленина,6
5427, Село Пашино, ул. Центральная,11
5428, п. Окунево, ул.Советская,1в
5429, город Слободской, улица Степана Халтурина,12
5430, Село Кормино, ул. Советская,18
5431, п. Камский, ул. Северная,6
5432, село Троица, Набережная улица,14
5433, Деревня Средняя Тойма, ул. Центральная,41
5434,  с. Ивановка, ул. Центральная,2
5435, с. Стариково, ул. Школьная,15
5436, х. Раздольный, ул. Центральная,30
5437,  с. Мошки, ул. Садовая,20
5438, х. Рощинский, ул. Мира,57
5439, д. Мари Шои, ул. Починок,3
5440, деревня Лесниково, Советская улица,38
5441, Деревня Челка, ул. Советская,12
5442, Деревня Малый Полом, ул. Центральная,1
5443,  с. Большая Лука, ул. Советская,81
5444, х. Дегтяревский, ул. Ленина,32
5445, ст-ца Новоекатериновская, ул. Центральная,9
5446, Деревня Пиштань, ул. Кирова,31а
5447, село Никола, Никольская улица,11
5448, д. Колесур, ул. Мира,8
5449, п. Нартас, ул. Комсомольская,6
5450, с. Виляйки, ул. Молодежная,31
5451, с. Мичурино, ул. Советская,4
5452, с. Воробьевка, ул. Кулагина,37
5453,  п. Березовая роща, ул. Центральная,1
5454, с. Новая Бекшанка, ул. Центральная,33
5455, с. Головцево, ул. Заречная,61
5456, с. Вязовка, ул. Советская,52
5457, с. Малышево, ул. Центральная,7
5458, с. Скаты, ул. Центральная,20
5459, п. Стеклозавод, ул. Кирисика,26
5460, с. Попово, ул. Пролетарская,27А
5461, с. Тамакульское, ул. Советская,2а
5462, д. Борисова, ул. Кирова,4
5463,  с. Краснополье, ул. Красногвардейская,32
5464, с. Белоногово, ул. Центральная,37
5465, с. Жуково, ул. Новая,1
5466, с. Закоулово, ул. Советская,9
5467, с. Камыши, ул. Школьная,24
5468, с. Костылево, ул. Центральная,38
5469, с. Камышное, ул. Парковая,1 дробь 1
5470, д. Лебяжье 1-е, ул. Кривина,1-е
5471, п. Ильинка, ул. Ленина,36а
5472, с. Лапушки, ул. Дружбы,11
5473, с. Большое Приютное, ул. им Сергея Баева,20
5474, д. Кочишево, ул. Ленина,35
5475, д. Трубашур, ул. Центральная,5
5476, с. Никольское, ул.им. А.Игошева,3
5477, с. Маэкса, ул. Труда,4
5478, д. Урусовская, ул. Покровская,11
5479, с. Малое Белое, ул. Школьная,2а
5480, с. Красносамарское, ул. Кооперативная,19
5481, с. Красносамарское, ул. Советская,8
5482, с. Сунгурово, ул. 40 лет Победы,40 лет Победы
5483, у. Дэдэ-Сутой, ул. Ленина,40а
5484, с. Мегра, ул. Центральная,10
5485, с. Туваны, ул. Октябрьская,13
5486, с. Кряжлы, ул. Школьная,9
5487, д.Азово, ул.Советская,29
5488, с. Красино, ул. Молодежная,1
5489, д. Приуралье, ул. Вокзальная,7 дробь 3
5490, село Старое Чамзино, улица Западная,27а
5491, с. Абдулкаримово, ул. Молодежная,18
5492, с. Яковлевка, ул. Советская,8
